rank	Youtuber	Channel_contents	Primary_Language	subscribers	video views	category	Title	uploads	Country	Abbreviation	channel_type	video_views_rank	country_rank	channel_type_rank	video_views_for_the_last_30_days	lowest_monthly_earnings	highest_monthly_earnings	lowest_yearly_earnings	highest_yearly_earnings	subscribers_for_last_30_days	created_year	created_month	created_date	Gross tertiary education enrollment (%)	Population	Unemployment rate	Urban_population	Latitude	Longitude
599	Unspeakable	Gamer known for Minecraft-related content and challenges.	English	15900000	9052367553	Gaming	Unspeakable	796	United States	US	People	530	142	40	164895000	41200	659600	494700	7900000	0	2016	May	1	882	328239523	147	270663028	3709024	-95712891
600	Camilo	Channel of Colombian singer Camilo, featuring his music videos.	Spanish	15900000	6802382479	Music	Camilo	132	Colombia	CO	Music	871	8	120	59890000	15000	239600	179700	2900000	0	2010	Jul	29	553	50339443	971	40827302	4570868	-74297333
601	Dear Sir	Educational channel focused on providing tutoring in various subjects.	Hindi	15800000	1349288771	Education	Dear Sir	633	India	IN	Education	8066	95	31	24056000	6000	96200	72200	1200000	0	2016	Dec	13	281	1366417754	536	471031528	20593684	7896288
602	Narendra Modi	Official channel of the Prime Minister of India, Narendra Modi.	Hindi	15800000	3392918989	News & Politics	Narendra Modi	20679	India	IN	News	2406	96	15	185969000	46500	743900	557900	8900000	0	2007	Oct	26	281	1366417754	536	471031528	20593684	7896288
603	Arif muhammad	Indonesian content creator known for comedic skits and parodies.	Indonesian	15800000	4122634467	People & Blogs	Arif muhammad	542	Indonesia	ID	Comedy	1816	22	26	71870000	18000	287500	215600	3400000	0	2017	Jan	18	363	270203917	469	151509724	-789275	113921327
604	Rotten Tomatoes Trailers	Channel for movie trailers and related content from Rotten Tomatoes.	English	15800000	13116313599	Film & Animation	Rotten Tomatoes Trailers	10441	United States	US	Film	285	143	32	25738000	6400	103000	77200	1200000	0	2011	Apr	1	882	328239523	147	270663028	3709024	-95712891
605	Volga Video	Channel providing Telugu cinema videos and film content.	Telugu	15700000	9787697838	Film & Animation	Volga Video	16874	India	IN	Entertainment	463	97	139	51315000	12800	205300	153900	2500000	0	2012	Mar	23	281	1366417754	536	471031528	20593684	7896288
606	DM - Desi Melodies	Music channel featuring Indian music and artists.	Hindi	15700000	5914071870	Music	DM - Desi Melodies	79	India	IN	Music	1071	97	121	141842000	35500	567400	425500	6800000	0	2017	Jul	8	281	1366417754	536	471031528	20593684	7896288
607	MY FAMILY	NA	NA	15700000	6153495609	People	My Family	150	Singapore	SG	People	731590	1203	3244	939647	235	3800	2800	45100	0	2019	Dec	3	848	5703569	411	5703569	1352083	103819836
608	Team Films Bhojpuri	Channel featuring Bhojpuri music videos, movies, and entertainment.	Bhojpuri	15700000	6626563508	Music	Team Films Bhojpuri	19703	India	IN	Music	902	97	121	30744000	7700	123000	92200	1500000	0	2014	Jul	18	281	1366417754	536	471031528	20593684	7896288
609	Zee Music Classic	Channel showcasing classic songs from Indian cinema.	Hindi	15700000	5558051295	Music	Zee Music Classic	1640	India	IN	Music	1174	97	121	86450000	21600	345800	259300	4100000	0	2014	May	20	281	1366417754	536	471031528	20593684	7896288
610	Prime Video India	Official Amazon Prime Video channel for Indian audiences.	Hindi	15700000	8696631898	Entertainment	Prime Video India	7090	United States	US	Entertainment	569	144	139	335111000	83800	1300000	1000000	16100000	0	2016	Oct	3	882	328239523	147	270663028	3709024	-95712891
611	Caeli YT	Mexican YouTuber with a variety of content, including lifestyle and challenges.	Spanish	15600000	1511794214	Entertainment	Caeli YT	483	Mexico	MX	Entertainment	7440	24	140	62551000	0	0	0	0	0	2010	Sep	22	402	126014024	342	102626859	23634501	-102552784
612	Kuplinov	Russian YouTuber featuring gameplay and let's plays.	Russian	15600000	6862529416	Gaming	Kuplinov	6623	Russia	RU	Games	863		44	98660000	24700	394600	296000	4700000	0	2012	Dec	23	819	144373535	459	107683889	6152401	105318756
613	Linus Tech Tips	Channel offers technology reviews, build guides, and computer hardware advice.	English	15600000	7172386509	Science & Technology	Linus Tech Tips	6542	Canada	CA	Tech	802	7	11	88224000	22100	352900	264700	4200000	0	2008	Nov	25	689	36991981	556	30628482	56130366	-106346771
614	Juliana Baltar	Brazilian YouTuber with a mix of vlogs, challenges, and lifestyle content.	Portuguese	15600000	3869457097	Entertainment	Juliana Baltar	2019	Brazil	BR	Entertainment	2002	34	140	56218000	14100	224900	168700	2700000	0	2010	May	9	513	212559417	1208	183241641	-14235004	-5192528
615	5-Minute Crafts FAMILY	Family-oriented DIYs, life hacks, and crafts from the 5-Minute Crafts team.	English	15600000	6165757696	People & Blogs	5-Minute Crafts FAMILY	4245	United States	US	Howto	1005	145	21	27382000	6800	109500	82100	1300000	0	2018	Dec	13	882	328239523	147	270663028	3709024	-95712891
616	Blippi Espa??	Spanish version of Blippi, educational videos for kids.	Spanish	15500000	8984089026	People & Blogs	Blippi Espa??	598	Mexico	MX	Education	538	24	32	90012000	22500	360000	270000	4300000	0	2017	Jan	13	402	126014024	342	102626859	23634501	-102552784
617	Super Senya	Channel featuring a child influencer engaging in play and adventures.	Russian	15500000	5070970714	Entertainment	Super Senya	0	Russia	RU		4057944				0	0	0	0	0	2017	Jul	27	819	144373535	459	107683889	6152401	105318756
618	Katakit Baby TV	Likely a channel for children's content, specifics unclear.	NA	15500000	6386271870	Music	Katakit Baby TV	220	Saudi Arabia	SA	Music	954	4	122	90914000	22700	363700	272700	4400000	0	2010	Jul	26	680	34268528	593	28807838	23885942	45079162
619	Infobells Bangla	Bangla version of Infobells, featuring children's songs and learning videos.	Bengali	15500000	7776706184	Education	Infobells Bangla	359	India	IN	Education	687	98	32	167888000	42000	671600	503700	8100000	0	2016	Jun	13	281	1366417754	536	471031528	20593684	7896288
620	Henrique e Juliano	Official channel of the Brazilian sertanejo duo Henrique e Juliano.	Portuguese	15500000	14619523361	Music	Henrique e Juliano	325	Brazil	BR	Music	236	35	123	163678000	40900	654700	491000	7900000	0	2009	Jun	27	513	212559417	1208	183241641	-14235004	-5192528
621	Mr DegrEE	Channel likely offers comedic content or social experiments.	Russian	15500000	12880388253	Science & Technology	MrDegree	0	United States	US	Entertainment	4057944	5048	4453		0	0	0	0	0	2016	Mar	2	882	328239523	147	270663028	3709024	-95712891
622	Kashvi Adlakha	NA	NA	15500000	12714141740	Entertainment	Kashvi Adlakha	1525	India	IN	Entertainment	300	99	141	139123000	34800	556500	417400	6700000	0	2017	Apr	9	281	1366417754	536	471031528	20593684	7896288
623	Talking Tom & Friends	Animated series featuring the antics of Talking Tom and his friends.	English	15500000	6396049701	Entertainment	Talking Tom & Friends	417	United States	US	Film	956	146	34	27375000	6800	109500	82100	1300000	0	2010	Oct	14	882	328239523	147	270663028	3709024	-95712891
624	Harsh Beniwal	Indian YouTuber creating comedy sketches and entertainment videos.	Hindi	15400000	1781226000	Comedy	Harsh Beniwal	165	India	IN	Comedy	5724	100	27	27963000	7000	111900	83900	1300000	0	2015	May	6	281	1366417754	536	471031528	20593684	7896288
625	FFUNTV	Appears to be a children's entertainment channel, language unknown.	NA	15400000	11513738907	Gaming	FFUNTV	379	United Arab Emirates	AE	Entertainment	349	6	141	80172000	20000	320700	240500	3800000	0	2018	Jul	18	368	9770529	235	8479744	23424076	53847818
626	Mobile Legends: Bang Bang	Official channel for the mobile game with updates and community content.	English	15400000	1543608082	Gaming	Mobile Legends: Bang Bang	1647	United States	US	Games	6793	147	45	55369000	13800	221500	166100	2700000	0	2016	Jul	14	882	328239523	147	270663028	3709024	-95712891
627	Roman Atwood Vlogs	Popular vlogger known for pranks and sharing his life with his family.	English	15400000	5469103954	People & Blogs	Roman Atwood Vlogs	1756	United States	US	People	1201	147	42	1583000	396	6300	4700	76000	0	2013	Aug	12	882	328239523	147	270663028	3709024	-95712891
628	Mrwhosetheboss	UK-based tech YouTuber providing reviews and comparisons.	English	15400000	3736069980	Science & Technology	Mrwhosetheboss	1577	United Kingdom	GB	Tech	2083	24	12	167697000	41900	670800	503100	8000000	0	2011	Apr	20	600	66834405	385	55908316	55378051	-3435973
629	Genierock	Likely a music channel, specific language or details are not clear.	NA	15400000	14564170905	Music	Genierock	1725	Thailand	TH	Music	239	11	124	82798000	20700	331200	248400	4000000	0	2008	Mar	9	493	69625582	75	35294600	15870032	100992541
630	zayn	Official channel for the artist ZAYN, featuring music and videos.	English	15400000	4909687948	Music	zayn	21	United States	US	Music	1401	147	124	36790000	9200	147200	110400	1800000	0	2016	Jan	26	882	328239523	147	270663028	3709024	-95712891
631	Kerajinan 5-Menit	Indonesian version of the 5-Minute Crafts channel.	Indonesian	15400000	4750420071	People & Blogs	Kerajinan 5-Menit	4186	Indonesia	ID	Howto	1461	23	23	19740000	4900	79000	59200	947500	0	2018	Nov	21	363	270203917	469	151509724	-789275	113921327
632	FC Barcelona	Official channel for the FC Barcelona football club.	Multiple Languages	15300000	2656528205	Sports	FC Barcelona	10988	Spain	ES	Sports	3356	11	9	84867000	21200	339500	254600	4100000	0	2006	Feb	6	889	47076781	1396	37927409	40463667	-374922
633	Dave and Ava - Nursery Rhymes and Baby Songs	Channel for children's nursery rhymes and educational songs.	English	15300000	10714145606	Education	Dave and Ava - Nursery Rhymes and Baby Songs	851	United States	US	Education	390	148	33	77053000	19300	308200	231200	3700000	0	2014	Dec	4	882	328239523	147	270663028	3709024	-95712891
634	LOKESH GAMER	Indian gaming YouTuber focused on Garena Free Fire.	Hindi	15300000	1640078055	Gaming	LOKESH GAMER	1397	India	IN	Games	6356	101	46	5920000	1500	23700	17800	284200	0	2017	Nov	16	281	1366417754	536	471031528	20593684	7896288
635	ILYA BORZOV	Russian YouTuber, content specifics are not clear.	Russian	15300000	9938811455	People & Blogs	ILYA BORZOV	2175	Russia	RU	People	441	8	42	475565000	118900	1900000	1400000	22800000	0	2021	Apr	1	819	144373535	459	107683889	6152401	105318756
636	Mazhavil Manorama	Malayalam general entertainment channel from Kerala, India.	Malayalam	15300000	16545966132	Entertainment	Mazhavil Manorama	87864	India	IN	Entertainment	175	100	142	361483000	90400	1400000	1100000	17400000	0	2011	Oct	31	281	1366417754	536	471031528	20593684	7896288
637	Pokii	NA	NA	15200000	857725714	People & Blogs	Pokii	194	India	IN	Film	13929	100	35	65380000	16300	261500	196100	3100000	0	2017	Oct	15	281	1366417754	536	471031528	20593684	7896288
638	The MriDul	Comedy sketches and entertainment videos from India.	Hindi	15200000	4503880875	Comedy	The MriDul	106	India	IN	Comedy	1593	102	28	98329000	24600	393300	295000	4700000	0	2015	Mar	14	281	1366417754	536	471031528	20593684	7896288
639	Niana Guerrero	Filipina internet personality known for her dance videos and vlogs.	English	15200000	1491452935	Entertainment	Niana Guerrero	443	Philippines	PH	Entertainment	7153	6	144	9980000	2500	39900	29900	479000	0	2013	Apr	11	355	108116615	215	50975903	12879721	121774017
640	SRK MUSIC	Music channel featuring regional Indian music and film songs.	Hindi	15200000	6391679636	Music	SRK MUSIC	5056	India	IN	Music	955	102	126	57809000	14500	231200	173400	2800000	0	2012	Mar	16	281	1366417754	536	471031528	20593684	7896288
641	Sony LIV	Digital platform for Sony Pictures Networks India with various entertainment content.	Hindi	15200000	7151683497	Entertainment	Sony LIV	11099	India	IN	Entertainment	794	102	144	210909000	52700	843600	632700	10100000	0	2014	May	2	281	1366417754	536	471031528	20593684	7896288
642	T-Series Hamaar Bhojpuri	T-Series channel dedicated to Bhojpuri language music and films.	Bhojpuri	15200000	7564652648	Entertainment	T-Series Hamaar Bhojpuri	9862	India	IN	Music	728	101	125	105978000	26500	423900	317900	5100000	0	2011	Nov	1	281	1366417754	536	471031528	20593684	7896288
643	Oyuncak Avii	Turkish channel about toys and games for children.	Turkish	15200000	8333387785	Entertainment	Oyuncak Avii	654	Turkey	TR	Entertainment	615	5	144	4427000	1100	17700	13300	212500	0	2014	Dec	29	239	83429615	1349	63097818	38963745	35243322
644	CNN	Official channel of the Cable News Network, delivering news worldwide.	English	15200000	14198154095	News & Politics	CNN	160405	United States	US	News	247	148	16	187006000	46800	748000	561000	9000000	0	2005	Oct	2	882	328239523	147	270663028	3709024	-95712891
645	NDTV India	Hindi news channel providing the latest updates and news from India.	Hindi	15200000	6624168155	News & Politics	NDTV India	91704	India	IN	News	900	101	16	49662000	12400	198600	149000	2400000	0	2008	Jan	19	281	1366417754	536	471031528	20593684	7896288
646	It's Mamix	Russian YouTuber sharing DIYs, life hacks, and experiments.	Russian	15100000	1777072487	People & Blogs	It's Mamix	210	United States	US	People	5778	150	44	15984000	4000	63900	48000	767200	0	2017	Feb	1	882	328239523	147	270663028	3709024	-95712891
647	Kim Loaiza	Mexican YouTuber with a focus on music, vlogs, and lifestyle content.	Spanish	15100000	1576633086	Music	Kim Loaiza	18	Mexico	MX	Music	6655		127	26053000	6500	104200	78200	1300000	0	2019	Jan	18	402	126014024	342	102626859	23634501	-102552784
648	Daftar Populer	Indonesian channel likely featuring popular lists and countdowns.	Indonesian	15100000	2143140898	Education	Daftar Populer	3810	Indonesia	ID	Entertainment	4520	24	144	17231000	4300	68900	51700	827100	0	2017	Jan	16	363	270203917	469	151509724	-789275	113921327
649	Musas	Spanish-speaking YouTubers sharing craft tutorials, recipes, and challenges.	Spanish	15100000	2400037562	Howto & Style	Jordi Sala	159	Andorra	AD	People	3889418	504	7615	86	2	34	26	4	0	2006	Mar	12	340	79800	37	70224	425063	15218
650	Ranz Kyle	Filipino dancer and influencer sharing dance videos and vlogs.	English	15100000	1760131384	People & Blogs	Ranz Kyle	533	Philippines	PH	Entertainment	5849	7	145	12376000	3100	49500	37100	594000	0	2008	Apr	27	355	108116615	215	50975903	12879721	121774017
651	PowerfulJRE	Joe Rogan's podcast channel with a wide variety of guests and topics.	English	15100000	3060202847	People & Blogs	PowerfulJRE	1037	United States	US	People	2796	149	43	43409000	10900	173600	130200	2100000	0	2013	Jan	12	882	328239523	147	270663028	3709024	-95712891
652	Mariale	Venezuelan YouTuber known for beauty, fashion, and lifestyle content.	Spanish	15100000	2761547758	Howto & Style	Mariale	2618	United States	US	Entertainment	3241	150	145	11956000	3000	47800	35900	573900	0	2010	Jan	6	882	328239523	147	270663028	3709024	-95712891
653	Makiman131	Spanish YouTuber featuring gaming, pranks, and challenges.	Spanish	15100000	4236036141	Gaming	Makiman131	2997	Spain	ES	Entertainment	1760	12	145	5972000	1500	23900	17900	286600	0	2013	Feb	12	889	47076781	1396	37927409	40463667	-374922
654	Hongyu ASMR	Creator known for ASMR content, language unclear.	NA	15100000	4967784343	People & Blogs	Hongyu ASMR	1	South Korea	KR	People	4057925		7694		0	0	0	0	0	2021	Mar	16	943	51709098	415	42106719	35907757	127766922
655	Mohamed Ramadan I	Official channel of Egyptian actor and singer Mohamed Ramadan.	Arabic	15100000	5324913850	People & Blogs	Mohamed Ramadan I	753	Egypt	EG	Entertainment	1242	2	145	46060000	11500	184200	138200	2200000	0	2014	Oct	31	352	100388073	1076	42895824	26820553	30802498
656	EdisonPts	Gaming channel with a focus on Roblox content.	English	15100000	6668507856	Gaming	EdisonPts	3733	Russia	RU	Games	894	10	47	95603000	23900	382400	286800	4600000	0	2013	Jun	24	819	144373535	459	107683889	6152401	105318756
657	BIGBANG	Official channel for the South Korean boy band BIGBANG.	Korean	15100000	7857371770	Music	BIGBANG	776	South Korea	KR	Music	680	13	127	40806000	10200	163200	122400	2000000	0	2005	Oct	10	943	51709098	415	42106719	35907757	127766922
658	Rubii	NA	NA	15100000	9477021288	Comedy	Rubii	921	Argentina	AR	Comedy	491	13	28	512343000	128100	2000000	1500000	24600000	0	2016	Aug	2	900	44938712	979	41339571	-38416097	-63616672
659	ABS-CBN News	The official news channel of the Philippine media company ABS-CBN.	English	15100000	10489367372	News & Politics	ABS-CBN News	209520	Philippines	PH	News	404	7	17	181644000	45400	726600	544900	8700000	0	2009	Oct	22	355	108116615	215	50975903	12879721	121774017
660	Chapitosiki	NA	NA	15100000	13897932103	Entertainment	Chapitosiki	2717	Russia	RU	Entertainment	256	9	143	713509000	178400	2900000	2100000	34200000	0	2020	Jan	24	819	144373535	459	107683889	6152401	105318756
661	AdeleVEVO	Official VEVO channel for the artist Adele, featuring her music videos.	English	15100000	12413869881	Music	AdeleVEVO	52	United Kingdom	GB	Music	309	25	127	84750000	21200	339000	254300	4100000	0	2009	Oct	15	600	66834405	385	55908316	55378051	-3435973
